,caption,image_file,image_id
0,the man with pierced ears is wearing glasses and an orange hat,./data/test_set/1007129816.jpg,1007129816
1,a black and white dog is running in a grassy garden surrounded by a white fence,./data/test_set/1009434119.jpg,1009434119
2,a young female student performing a downward kick to break a board held by her karate instructor,./data/test_set/101362133.jpg,101362133
3,five snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles they are all wearing black snow pants and from left to right they are wearing a black coat white coat red coat blue coat and black coat,./data/test_set/102617084.jpg,102617084
4,two men sitting on the roof of a house while another one stands on a ladder,./data/test_set/10287332.jpg,10287332
5,a bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants,./data/test_set/1039637574.jpg,1039637574
6,a group of people in winter wear such as beanies skiing jackets gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them,./data/test_set/1043819504.jpg,1043819504
7,a baseball player in red leaps into the air to avoid a player in blue who is shortly behind him as he catches the ball while other blue team members look on in the background,./data/test_set/1043910339.jpg,1043910339
8,a man wearing a hat and a white shirt is cleaning windows,./data/test_set/1044798682.jpg,1044798682
9,a man wearing a reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover,./data/test_set/1071201387.jpg,1071201387
10,a mother decides to take her child on a piggyback ride outside their apartment complex,./data/test_set/107969134.jpg,107969134
11,a male volleyball player in red trunks tries to block the shot of the opposing player during a professional volleyball game,./data/test_set/1080230428.jpg,1080230428
12,a woman wearing a pink shirt and red apron stands in her restaurant holding food and surrounded by bagged breads a microwave and the chalkboard menu up on the wall,./data/test_set/1082250005.jpg,1082250005
13,an asian man in spectacles and a tshirt preparing some food,./data/test_set/1089059626.jpg,1089059626
14,spelunkers pose inside a rock cavern while bathed in sunlight from the surface,./data/test_set/109260218.jpg,109260218
15,a girl in a polka dotted blue jean dress walks barefoot on a balance beam,./data/test_set/109656696.jpg,109656696
16,a couple is sitting on the sand with their feet in the water and they are shaking hands,./data/test_set/1104087374.jpg,1104087374
17,a woman standing with other people in a store with two tables some shelves with coffee and tea for sale and a refrigerated drink case,./data/test_set/110671448.jpg,110671448
18,the person has a striped shirt on and is holding on to a rope on a mountain,./data/test_set/111497985.jpg,111497985
19,two young attractive women in front of a store drop coins for street performers,./data/test_set/1131056918.jpg,1131056918
20,a group of people standing on the lawn in front of a building,./data/test_set/1144865997.jpg,1144865997
21,a young girl wearing a blue shirt marching in a band playing a trumpet,./data/test_set/1153704539.jpg,1153704539
22,person in a brown sweatshirt does a flip in midair over a trampoline with a river and electrical lines in the background,./data/test_set/1159381599.jpg,1159381599
23,a man standing in a bar with a neon beer sign hanging on the wall,./data/test_set/1167908324.jpg,1167908324
24,a woman in a green tank top looking at a drill while a crowd looks on,./data/test_set/1181708011.jpg,1181708011
25,a woman wearing a pink sweater and eyeglasses is wiping a wooden table with a pink sponge,./data/test_set/118865844.jpg,118865844
26,a man on a utility lift is standing in the tree branches,./data/test_set/121178216.jpg,121178216
27,four young asian boys hold bowls and chopsticks as they stand around a barbecue,./data/test_set/12252043.jpg,12252043
28,native americans are dressed up in native clothing and are participating in an activity together,./data/test_set/1229536824.jpg,1229536824
29,a man holding another man by the back of the head about to punch him in the face,./data/test_set/123314995.jpg,123314995
30,six people ride mountain bikes through a jungle environment,./data/test_set/1250181412.jpg,1250181412
31,two blond women sit outside as people walk by wearing casual clothing and some wearing bookbags,./data/test_set/1253095131.jpg,1253095131
32,a small child in water with a splash encircling him while the white clouds float over the mountains,./data/test_set/1255504166.jpg,1255504166
33,three people sit at an outdoor table in front of a building painted like the union jack,./data/test_set/1258913059.jpg,1258913059
34,some young men looking over the edge of a bridge on a sunny day,./data/test_set/1281282435.jpg,1281282435
35,a woman wearing a shortsleeved striped shirt and carrying a green shopping bag examines fish in an open air market while a vendor in a white apron over a gray tshirt hands her an empty plastic bag,./data/test_set/1287704027.jpg,1287704027
36,a female harp player peers through the middle of her instrument while performing,./data/test_set/1295476404.jpg,1295476404
37,a security officer with a tiny face and big glasses leans on a metal gate looking into the camera,./data/test_set/129860826.jpg,129860826
38,a girl wearing a black tshirt is holding a small pizza in a kitchen setting,./data/test_set/130063845.jpg,130063845
39,a shirtless man is fishing standing on large rocks that rest next to a boardwalk with a tall lamp post in the forefront,./data/test_set/1313869424.jpg,1313869424
40,a young girl floats on her back in water and peers over her life jacket,./data/test_set/1313961775.jpg,1313961775
41,a man in a militarytype uniform is standing in the street listening to another man who has a piece of paper in his hands,./data/test_set/133010954.jpg,133010954
42,a man in glasses and an asian woman are seated across from each other in a subway train,./data/test_set/1332208215.jpg,1332208215
43,a brownhaired child in green shoes swings on a swing in a park near the woods,./data/test_set/1333888922.jpg,1333888922
44,a man in a red shirt and blue pants is going into a building while a dog watches him,./data/test_set/1341077576.jpg,1341077576
45,two male friends in swimming trunks jump on the beach while people in the background lay in the sand,./data/test_set/1351500610.jpg,1351500610
46,a toddler grasping the handle of a tool to stir food in a bowl along with another person whose arms are seen holding the bowl and tool,./data/test_set/136581487.jpg,136581487
