,caption,image_file,image_id
0,a group of people stand in the back of a truck filled with cotton,./data/resized_val_set/1018148011.jpg,1018148011
1,an adult wearing a gray shirt with red sleeves sleeping on a couch,./data/resized_val_set/1029450589.jpg,1029450589
2,boy in brown shirt with headphones on sits on woman shoulders in a crowd,./data/resized_val_set/1029737941.jpg,1029737941
3,two men standing on an ice looking into something covered with a blue tarp,./data/resized_val_set/103205630.jpg,103205630
4,a man in a green shirt and red life jacket is sitting in a canoe drifting around the lake,./data/resized_val_set/10350842.jpg,10350842
5,a woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street,./data/resized_val_set/1054620089.jpg,1054620089
6,two dogs run towards each other on a rocky area with water in the background,./data/resized_val_set/1056873310.jpg,1056873310
7,a young helmeted man in his team uniform is swinging his bat at an incoming baseball,./data/resized_val_set/1072439304.jpg,1072439304
8,a guy sitting at a desk talking on a phone with books laying everywhere,./data/resized_val_set/1073444492.jpg,1073444492
9,woman is enjoying herself being outdoors biking in a forrest preserve,./data/resized_val_set/1092437557.jpg,1092437557
10,a boy wearing blue and yellow walking on a cliff edge,./data/resized_val_set/109671650.jpg,109671650
11,a snowmobile rider flies through the air on his or her machine in front of tall pine trees,./data/resized_val_set/109738763.jpg,109738763
12,a mother and three children collecting garbage from a blue and white garbage can on the street,./data/resized_val_set/109982467.jpg,109982467
13,a darkhaired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street,./data/resized_val_set/110269384.jpg,110269384
14,there is a woman and man wearing orange shirts playing instruments with sheet paper in front of them,./data/resized_val_set/1107507919.jpg,1107507919
15,people on atvs and dirt bikes are traveling along a worn path in a field surrounded by trees,./data/resized_val_set/112243673.jpg,112243673
16,an older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped,./data/resized_val_set/1124448967.jpg,1124448967
17,a group of people are standing outside at a carnival near a ride called the green jungle,./data/resized_val_set/1126137905.jpg,1126137905
18,a young girl sitting on a small chair surrounded by what looks like handmade fabrics and bags,./data/resized_val_set/1128874064.jpg,1128874064
19,there are three young people one darkhaired holding a bottled drink one with head tilted back and finger in her mouth and one with spiked hair,./data/resized_val_set/1130017585.jpg,1130017585
20,a group of people gather in a bar and one man in a black shirt holds his arm and signals to the camera,./data/resized_val_set/1141643526.jpg,1141643526
21,woman and man walking across wooden rope bridge with a caution sign beside it,./data/resized_val_set/1141718391.jpg,1141718391
22,a man in a gray cap a pink tank top and short skirt pinkandblack striped socks and boots juggles knives in front of a brick building whose sign reads the pump room while onlookers watch,./data/resized_val_set/1150429218.jpg,1150429218
23,woman dressed in a green hat and apron is holding a tray full of drink samples,./data/resized_val_set/1155138244.jpg,1155138244
24,construction workers standing on top of a piece of machinery,./data/resized_val_set/116569042.jpg,116569042
25,two dogs are playing rough in a green field of grass,./data/resized_val_set/1206506157.jpg,1206506157
26,a baby on the floor laughing at an older another child,./data/resized_val_set/120764850.jpg,120764850
27,three men in coldweather styled clothing walking down a road,./data/resized_val_set/121556607.jpg,121556607
28,someone parasailing with a green parachute that has a face on the top of it,./data/resized_val_set/1215804065.jpg,1215804065
29,a constructions site on the side of the mountain with a bulldozer digging in the ground that is all dirt,./data/resized_val_set/123244147.jpg,123244147
30,a young girl in dark shorts and a blue tank top runs on the grass near an orange cone and tape,./data/resized_val_set/1235099089.jpg,1235099089
31,a red liquids travels down a grate as it leaks across a street,./data/resized_val_set/123866385.jpg,123866385
32,a young boy wearing a white shirt is dangling from the monkey bars,./data/resized_val_set/126042604.jpg,126042604
33,a tall gray pole behind which a person wearing an orange shirt is perched on the wall and hiding his or her face with one hand,./data/resized_val_set/1277949368.jpg,1277949368
34,a kid is pulling a man trying to get him to do something in front of a crowd of people,./data/resized_val_set/128452798.jpg,128452798
35,there a several people in a dark bartype room including one girl on a stool,./data/resized_val_set/1296770308.jpg,1296770308
36,pedestrians walk through an open area between several traditionalstyle japanese or chinese buildings,./data/resized_val_set/1306755031.jpg,1306755031
37,a man holding a blue backpack reading the paper and a woman wearing a black coat wait for their train,./data/resized_val_set/1335877186.jpg,1335877186
38,brown dog on grass drinking water spray from left side of frame,./data/resized_val_set/1341787777.jpg,1341787777
39,a blond boy in a blue tshirt stands smiling before a craft of green nylon fabric,./data/resized_val_set/1343426964.jpg,1343426964
40,here is a little boy whose being very cooperative and sweeping the outside porch area with a large broom on the front porch that has a strong railing,./data/resized_val_set/134642833.jpg,134642833
41,a person about in the middle of throwing a green bowling ball down a bowling lane,./data/resized_val_set/1348517311.jpg,1348517311
42,a man is on stage singing and three people are playing guitars in front of a crowd,./data/resized_val_set/134857559.jpg,134857559
43,an old man holding a camera while walking a small brown dog,./data/resized_val_set/1348947380.jpg,1348947380
44,a red race car marked with the number seven is driven by a man in a blue and beige shirt,./data/resized_val_set/1355945307.jpg,1355945307
45,a group of children that are either sitting or standing in a line while two are holding a round object,./data/resized_val_set/135608578.jpg,135608578
46,a young child is throwing a big rock into a body of water,./data/resized_val_set/1358398144.jpg,1358398144
47,a blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries,./data/resized_val_set/135980645.jpg,135980645
48,two people are wearing a chinese dragon costume in front of an ornate chinese gazebo with red pillars and the gazebo has two large red lanterns hanging from the roof,./data/resized_val_set/1361790462.jpg,1361790462
49,a dog walking through a stream carrying a white towel in its mouth,./data/resized_val_set/1363843090.jpg,1363843090
